address,owner,amount
9pvhyzm4GJqY6BBYag9U5Jt8qV427GZ1HN5jYbnhn3p2,EVY3XxrnH5iJLie4X1kDv1SPiuctRnf32AXWtf9LG9EY,0.15
2UbK1pbTVwnnhoBipQxwzXHPqKY5yxnVWvgkMkyR94Xf,GKBGQF4XcKMDoG1qeGt9r5UvSxpvmzTGZ2RdDqhvzK9k,0.13
3P1WbiCnufVfwNXs1HfDzhF3KsTzyT8fvtJVqKQTQjGz,FmPkASPzybdLZBsdrqTmT8k7v5BpXWERE9Hhazv1hktX,0.13
7dWMs7HoCHbgEz425ccPM2ZWQrrWAaX11KTLjrmPhmEd,EStrer3PEDMB3xqNeNXeZNRcgJgfWFJU9thnFaQiywFi,0.11
7XHaXMe4hgxZwFx4KfiecPfZoerYJ6PZxEwcpNKsBz6g,HYMCZEMgSCEsjxpB9K3rUJXKT4Sm3CuL5HXBvWXG2irE,0.10
8AmNdgvimWNkQJwPkFytnpR1AWUnyfysavALGgdtdyFn,CNVJJzanft2PbNxyAeBqHY5QsWpxusSvd4bZrfZYGmDf,0.10
7KGCPJupbSGx7zhDUqaSbqxtgYbPHytbo1GcNreSDaTY,ARFrdArTtVYMR5QnGBELTPw8Ym3mfcjrGnhJfkRrfwhz,0.10
3KgeitQjafpUzGHTaoQirN9JouwgmxneCA9nWKPwTfBK,8oBMCEyoJUpbTUMxwQdGUdajGVA31kjg6RdJdBnjcZEf,0.10
GS9qkbZZ4xCTT16VrrRAxBAjMpZXbiMQ6yyYwfXwjFdt,AHfVB29qvhANVyGz5eFpMdLZLZ73Pr7VWCk6uGVwJEVB,0.10
9XziGFzqRngtSg3jNCgVVUYdzfxmh6maHutHKD5F51jm,Gn35xm6fr3ByUJt9aC6ZSzSqzb15AyryhKQmZVoP56Z1,0.09
Hd9rdHQofFMQint3Fgog1MTmJj2nqU5q65gjiU1VvTCm,BfSJZqLVUAU4xbeWSRsAfTB2pYohGFYGcpJTcBNqYr1z,0.08
FEmVWjxvBZ8FPi6kgfpb2uNkP2dDXuEWGX523ARw32hp,E5hjJjpghmUekrXEQUHd2qpHWyP2SHgvvQVU9beP1dpv,0.08
FzLNWTJtBoY3U6w9zqahEHQz9kiddrG766M6qKUh9sfe,4ztxqVKZv247KCFFBuv3uNLze8KHei3J9ZpBAqVZqBtB,0.07
DWzADh2BzR4curYFCj75EA1DzZp5gCi1HvLBSVA6Dov6,4NYSKxRjdxgMg3v319bXbVVgUCDLSgaTFPvVf9wRDPQA,0.07
EskZVzm1oGHADMvoZ2r7P1xkhsggXjqm27DQeZixae5m,HP8iPdLkAeXHPWC3YrsedFnGv6pPt4zYjGYZuRX8s6kA,0.06
8rK5kkxNdgFoHxGmmU8CT9fNjKz3WKXWhEkcH9Z8ZgJC,EFtvVdhGYobBWux75PRsyaQRJYsMtdHF2SH9PuSUGYdy,0.06
B2aSASpgoyRurfZmVBCsFRxoHqFnGTg1v9RFDVro8K8W,T63k3Cd4hHQBoXLAS8uhc5HHSr89QJDZ2CdTsYzQG1V,0.05
HHiXpCXBE4DT7Beb7nj1A8JCMfCgyAWEq5XDrxzQSA3n,F6BNSZZnJVpTySF6D6RupECJ3pyVFFo14woA7eGV5EuQ,0.04
8HC7KtFcndKDkLCkqSY1hJAHYAVPSuX3CSuk3YnmchwF,CEATLeQNaLMHwCNzhgUhtA9hyfbmfZGAiaHw6vujAKYx,0.04
GCPfmUsLpHya7daPrTGqPdvmNhfzADEAbYxT9C259hQ9,A1gxfKRyBEzDH446SXXMYxa96os6EtQkZmXjDS1Div8e,0.04
B2YSadgHpxSA2qkgQeNuLjcAmyFBSc5ocEAp9R8MDumw,AQBb5AfVGgqQR4kAJxX1pVcjazZcAA5NeChji5aJkMX9,0.04
3CTBgaZJfCgupufUeP3WHBn9KuAeRKEB4rYzjmMvH3KG,CLazQV1BhSrxfgRHko4sC8GYBU3DoHcX4xxRZd12Kohr,0.04
EWzvUJtvvd7uztwZpxokro4Yh4Vs4DDLHtArmSouUrNz,DV9o7aRiqaPYQsFm25dmnMzQ7hnAj6goJ9wbGMf3rqfi,0.03
A1XnmYsRKBGsWMyMMEA2Dcwm68JhcP1VdZzNUSPq1cgU,8BZmjxZCnEKgMe52upBt6aftBgYFn8RpxVTTZUojZvnY,0.03
4qJqcqWYMneBTTCpFCXExXKtohvrYUsJAVmo9WaCUf1V,3sRQF6psA95W4L75kjG5uS6dTKkJbSQr3sBMS8pPje8o,0.03
HBtqh9pJ6VjtDVWcLLbxw1rJGfPBQJp7M4kYybmdGNMU,E4om2f61ZpMbipf9GGDwHj3ykTcnnahFRc7h4y5eoAio,0.03
AzkqfKQuTUxME3A49R8k2iuiUy1CAdAN2JNRTMgUfSTD,Gv7oiSP2784zpapUDEgsXUmMW8Z62q465FVAeS4DVifE,0.03
GExBK8r3y6P4SaXQN8WgneZTvsBaCqLwN4pynkLs9Ngw,58qXQDWLtH4Tb4ocA2Hz1pAJTpV2EangZUtKmvrLNjrP,0.03
4fEzPi8ciwM2AQCy1HSQzsquJYycJwU9NH7GNRgw7zE6,HokWbBXsPTLqE4e6r2YJ1StZjAiM9DFT6PMdMaeK3oZT,0.03
9r7gQzBd9ivkqcHd3StEuiegy4PEyuybgSdNVimjgfpA,9SJJhaUB383prMxpEhX2Gmu1HBLpxjqLqUKv7rHyXMrN,0.03
4AstRFp2bkv5DeMosuUn3cJaA9d99dqofrX4sn52PYMK,zooQZqBCK5bP4mVWT5cvb2mXAt6j5PqQDhg3pv55sTM,0.03
BSAEAGnTHExKpQRV7NnDkYCQ4Q27hSHPpdQe9RACUDwk,Ea8GCsTanjGDJKWxWVpxvhovyyCxAGTqyZK1QqhiMxop,0.03
8MnTgzauFoxH3vxHEkcAmd4ZSoFce7VCAb1kPQxNr86L,FSiwchCMx6jNYzDcvG7Sf4iubjVkb4JukDnBmsN9CCWj,0.02
CdzTMffZXVJFMCYBFQiZNUqJoUaiDGC8Syz68UqHoDUG,GLjnSVMSChvBtpo9QTucDP1hgnneiiufQSeaa4Jkznmg,0.02
5W1fYMWS4A16ZGp6T3i8eV76m6zhJWzxKU3AuAF63RLV,8u5CfjLS5zYet5GUUK9mwfH5cV9FsT3SdjPBzVKfqv8z,0.02
6evjQQTjKy7QdsR8ufXXP7gWvQxoKHuQvyRcvwyenKHD,AXbWErFD6be4GAGkESjzZkzapJPbJ5ivHBDusHQtDZ7H,0.01
C31G33Uij8NfGCUFQZu4ihFTnEjhYdyaG4LQ3yLfXeof,4iedt8HV5he9NYF1ZmcVNtFUikLRupGTiKVYP2VwNik2,0.01
6CBwP1WLKTLVmenP3NV7NWDCNDhym96hXUVj3k43ce53,7N58PqLRJriuRQjYVJDQtkBESgbVCFMtuTq3qs9bHkTY,0.01
AdrTxFkWkUh7rgbwZJbAGXeSqqF9qqV9mMFau3oRc6Vn,jibUVrN4ZJEraX8Linc7o4Gmi8pYnroWEC6AP8gaxot,0.01
HQrLJHGaws4UKDVC37fh6EvZFrH1b2mqHgLWb7rF5QrK,EbARqg34BS7axfe11AkTDHfSUkFyv8u1uZap5YYcYLrU,0.01
H9HEvPjPuqSxF8ejJ5hzxAuVqDuyojWNSRuP59mDvH8x,6AivGTRk9aZq1cLWEQFFD3qsAm6h48Ym2hnLbNJM9amA,0.01
5RaKm1xcDqbf2LYTkTFJb8dmMnRdy1qwfAp5sQW8bUBx,ELHi8TBF2V4TSmpGJB9GSSov3XPyuCJqmwoCNmxvvbNS,0.01
5V3fX7yMqspxAazd56JuKAHRqojLWCsrVhPfucfUf11f,BoWS48ecgVbESjGGhBS5iczi9Yw7ru8z5tjUBUtAFDAW,0.01
EFTUv819dxa3L3pSqqaAYG7yC5rFjh2VXJ8krUiywqAF,J4YteSBQkX4EjZX7jMced7iBdbpXQhp9EMzai9cnSzex,0.01
4xSDwiUNZC95QRt8E33MWF5UntuZ7mJyZxoPx5U8Jonc,7sAAjs2wyiUvr8x2ofnTixzkE2jiuHmGfevW86s5VYb5,0.01
GnpqfuXXB2rGZuqEdjqozwczRcwYPgB13Ai5fWwXjyRv,B7Wy2gHfPrSa35euVAu2Lh3UFaQyaStYJdQoq3qH8EhA,0.00
Hpgs9oQoDBZ86rgEd87N2B3qqqGwcGS8RDexbzD2ptQe,JA6hRexXi9UjWpBqopis25A6SLnkWqPJ61mPm3UqTcB5,0.00
8VjwnooqaKvwg6gBcW8Q1Cq5TygRwgprwHvfiWPqizDn,CP1HhGWsBU8YD6fB3XQ1HgQhzC1iGWEXd6D8h9pK6JwM,0.00
3sc7T2rFHAx2dZbBn9n2T8ip3kZqm6QUBPB627J5wBHo,A1VZh8cFH7RKKAm4F4q6YjaCJDdZEA483mGwdjMMgirL,0.00
FEhvoTgRiGh3MiTyuNjJ8WDYDVaj3stww3oNRZuM2ypA,CtC4uRYAtVZSM9JkZJx9F3akUjCBQLa9G8qAGYMhGY9c,0.00
7R7AHHZPTEwJgi1Nz9NUFQq1ZwhEPxcRk9meP7P12f91,Cn2pLrTj9mtA8cVsz91eC6JsDEUkxgZcQSDYccSTnoUe,0.00
C8a8NmztaEC9oPBsLydCRFAoNmiof8Xmp3MXsXHPydFb,5thKdAuiq5rG7VHYG9aDcRXsQEJJoaJAZhZC9PZ21c2Y,0.00
AXvBsCszTsLRMCxBv89jCzfHyEdiVfdeZVmCoKjnYnEu,FzqvEgijQGet3pnr6FU7HBecBHgssSKHJ3RJ3V1igD6,0.00
515xWe4TVgFPx9quFL44qnVSjGxNFfsfMQY1YMPD8bNm,GJxWQMfkUQ5hEL7mWjoZ6LEqUkQnbE3dYJtNXhMUcV3x,0.00
F2ESAC3kRik75CmL5Jo6NfJXMZKGTazdvNKcpS2objkC,EGHaHv81GJXQditEQ3qkkX7RtUuR5fipgPYUuRzEzJ2w,0.00
EWV8ZLtpFVzJxvzUeuEWqrvc5M9EVMngj4wuNyfF9gyq,99ZLqhu5FipgLVeZ7nR2seDdy5VdTd8n4UgHS3vMSg9D,0.00
F3JitbtZjy6Q1VdWgTnprtyvb5vhhzXpUiwhMdtJWjJ8,GZrDWUG2rAvUN7mSeAvJZWESt9qZYfNE3sSHj1ZsYnAM,0.00
5JsNdPKAineG5qwLrgnjvMSspM81YqruxfkUALY3sNJd,8JJEwYKeSHDk9LFykc2U8df2VfrmWpGm61k6ebBTiGCL,0.00
DEGNDDWWVH2rbjgEHgpV3HpbNrUkiA7oQV6ZNJng9xyq,EwFFVPG8yYhs3NrkSCg8qU74HjFgkHCzBWnPXicGGAZy,0.00
AkW4hicDKyvLFbHSa3RsScaN8VVPMLFy1euGP4rr6uEh,DGybroSA4sp9u9ARUo5vzCxYj2sNqVkaSks8yZTziaoF,0.00
4n3RPFpYAeHACQJSSjshJ18qZeGHJUECAMQZuFYYUGdB,5UrM9csUEDBeBqMZTuuZyHRNhbRW4vQ1MgKJDrKU1U2v,0.00
G4tMthgY89nkUAAUZe3v8VEWFi8b6zShzvGHUyv3Jdgz,8tt14aoREWXaCz8Fr8j1ZRF6mdDzB1dmuzBtuLDWSG6W,0.00
8LJyD43MCsqSMK4nSFPhZK2aTkbRn6k2X1EmAMdvpqV6,2B9es6nohgwPxCDmG11YfZ16e9uDrZLqny6HEcXLm9Fq,0.00
FEVKSJdbBFLkTXCxMLyNmyEwok5j4R9DrY5zsnHxebWV,DQF6zYAxMuKTBryDae4g7uLkKCoog5EtF3WAsrBhLGia,0.00
8qGxcUZKsV9Ugu5DKJ4tousj1rNouvLgHVn4BNdKgwGh,3avjd8Ba9xMgXLQ2RhHS7AcuuVrjespvBTqAV4vmZSYD,0.00
CfieTN49TAnuqDGN6iEH8XbMiC1oQgiwnkQi2vZfVYWF,2t1hnjMfEeEi1YFQzvdcV13zz8pNHZFwxUo5HVn6Mv89,0.00
BDf8pojr6R1ugJrGKnzCEEEsg9QshFoPi9FHTio3qQur,CUQ3XzA4i8LtVpkMFtoLxcJKddCTvBS7kTXGLXkQdC9U,0.00
8rEnktM6upvBBJGwePcBmsSuorGBxANfbURN1j6awRba,9Ew5r7iZAJTDztyFwUZ4R6uiM7CCoqBhJ9KQQJotwsgh,0.00
HPtUzirDXF6pWYWbuYYCrmpnUoD5NgHogRCMF4RXPQmd,9LdZzh3tBZTWdMzJcHuiXg6EqNtLpFVm8TzLGEjaeS4X,0.00
EGECcXMK5bf5iULkvSQavb38wi4t6Mipb4DxyDCQZwF6,5qUG6oiyu8JvqVpuoK4cnYTKPTPRzaJeENjcoyiaLvpz,0.00
8MQLGJbmvN8xm93nXRCfq3g6Hi1ovW311AhFxtqy4Hsv,73UtqwtxYYSjkmzAoM9T3cvtb1SJcQ28hvAkBtgVTNVD,0.00
7gM5QvsJvWNpYTSBCgMNnQfS4W3fDCmc7sZbBrd2X2FS,J9JDoY6u6SWQDHbndWTJymYkeidWXoX5vZKaiNr7SEnQ,0.00
GsC81FYsqyisQLuTE2M3p2DWwGhtpCeruEo7dkTXzgBA,7qcupGKGUfq7bRJJo8YqtSHoQSqpsEr6aDp8wngDgHa5,0.00
G5kVhr2q83o8S9ssGiMRrADC2vQ1tXFv5CiGHSjCRRVb,AUrTWv3Q13WFNu2MjYvRZSB7G1TeFKjqYVXtSk5Tpss1,0.00
HWZfyA8mfh1FkSYF2rfDEJ84TqZD7cKx1LNfNBY1KXro,FRxT3xmeAY7sYQNrrb4myqAi1omueboczgzbbiNJuiVZ,0.00
9Q3gUvZfFsEqzKqjtDV3ZLK4issQ6MjAkqsTQN666pbQ,gnub7szRCikwyWghvaB4PngiVURhkQBACfR2nFwNmba,0.00
HDJzHi4dCh5cCn4GstuVAnbuZYcUzHSmc4RHrbez5xci,4yYtRGoWUcMgxnjhsRFccdX5pUG3gzjcGKgrHoh76KtJ,0.00
nRgqs2GyTPVM1mSFqHd5TEAxosmhBogtGkYGuMdNbM2,9ANfyjRTgXSZUBgTyMhP8f4v8qdfMwdwnADTV59pdGfw,0.00
BYF5oMo2UdcAtUXgmDyHxMxMMvA7k8Lx5i1cnGh1aLJh,73ou9qjibin5hwB76hrjakoVsC6Jx6Q55NQaPv9cPDdx,0.00
4W5XADzMLtAmoTF7VvFEah3VaR33vZWepLxbpKWAFQnW,5g9P9YJNPxRMTZtWTPyRkUmdvaVae4MVjhr1ZHmHYbRH,0.00
DWXeVVbN1Ewozo3kQUiq3STmQPBGnUo1GHuLZ21BpnvZ,FBUKfg7Thx4WDM4ATehJe1xWzuGtMk1myXhRSvuSq19h,0.00
6jkFda9YPk3GQoQvEQpt92GRsHe5WDPhKDQEdmP6By7P,7xPyJRbfTdUmgDME76zBVDcFWG581hVJ5iCM13qtJv9Y,0.00
5LjqNZh8jKCuUgMsaSg3RcRBFg7wv9RBgiFEFhpC5yBg,Ht91ZYLyypZsP6oRArTWHTKBXiVi9AbH1JTbZ5zmbmc8,0.00
AN6xPqULdiqC2etqPkhDoCtMF58m6c77D9NG8LqNATwZ,31Po3yWXyW5CTUaTcJqmCk9jyKagnVxG9FvTWNB9h6WM,0.00
3mYoPa3BaBj7aamYDqbyDCXo7vHAmEPCevUxUBFttvdW,2Pv5mjmKYAtXNpr3mcsXf7HjtS3fieJeFoWPATVT5rWa,0.00
FfYtBeQFJV7SqH44shxzDUAaDMQCfTcebUifW9tggiJt,9zRfvLYGr6Mh8TdtXv3cHC5V6yczLqMNBa6aWTQ8ds3o,0.00
HRuCKMwrysL8rEf8vRyv88ADQy7Njs3DG848VX5o3hxV,C3XpALUWoejb4kN1hnnV8L6CFX4AubFA4i2sbwAXq1as,0.00
BXALF6eR9zHBK5kuTxGjJxqCpqg8WjdXhBqXWHjzqnhZ,7oWUEPm2hhHYJzTtrU519Wf347VWGhGx9BwCR6Nex2Vt,0.00
7U3sZgpyrsquCoiM5Hx9G4oVuu8HD8YV2gZFJc86o2n8,8ejHbGVaiJ478AgfG4MNNrDrKD8LbwXTXhdSzBX7Mjwi,0.00
2s22YCiLTdxqzKDc5zJWXvxrKs6qkZiid842rXrTwwxR,CTMoTcaRvJVM19VZYfGrDFzgqYxqpBKFVTLop6uvUxZa,0.00
Hhatj7iYAGgKp1qai5V54vRhuMtXZiodKhAh2EnET6pD,Hay5p1LmWcdPxhEdQfeQB2Vw4E1aYMNCnvo6KU28ZRiw,0.00
Cf1ycLBoQBJaJmw1o1dGgcWYiH3P9KQAV8cSwNLx5LpX,8ytRpwWsEF9xj7x4XDWDXoj9Cwd2Sue7HG9xYNyzJuxs,0.00
5pPpw6f9Q5SFURCRfweTpjcqTovgiDGyfHWWcnvToWNx,JABNEStKk3Y3oRNk2uog3QQXXZZVTMkCNAtR8VNHgVrs,0.00
4UfLvKfumAckQu6XS58K3xt9okGWG4agziYdkc567ghG,8P1FTsz2WZnKBVKpaRgtXn2YCdW2vueZJPfNSCLQMReS,0.00
3J3DrTtTgbaJqcKLFUqY69DSiZA5qpdK1TaKc99GH2DQ,6RwXxzXT8YNsZFd6tQKDKDF8Hpx2dpGvgiruQ2WKyzjy,0.00
2C35LDswRnEv34zWrhWDCWnyjTwKdR7czRTNTeWfWuVz,2q3dLxCUs5QTGTTNaoC4oPStjZZS86KCvt9WYEJvGemE,0.00
Gc64zqvaf7JQpxykpsb35rYa3XRZmidgDsBMbeqLSU18,J3xKkSUowia5q483zwQmijSfnVocGsWg6duFzQYHL9Nn,0.00
5jNfv29S1KtjmXz6pzM9wBpg5m8eAsPE5MWmgC2BhTYu,C7bDQ1wrmh45xQMo7mZMVuS4Yo5kxNt23GfyC3VFUbkY,0.00
CdYsffAZanNhmva6fhsUWTHrj2JaGSyyAUiCMfWTQjH8,6q9jmRMzwEYhSxYcLt4yNArJkxnG8yyFVGW4SUp7koEv,0.00
9VoC7QYYrrWDHzLwTw5B4AbQ1PUPTa8xghjM7FDrejBb,EDMGEpKKGKS7nxpu1gjLmuHHWAmvLNy3BZWDxNC3nhAt,0.00
EgoJZiwCyBijM4FGXt5YPDUeAJxU2GeMhNjzeKQYmZfc,HRw5qRfgxSgs1hSNPNZcMRw1w1FsSQeWbyWUH1ohghh,0.00
4wVCjbsdQMS5FRthUQZefnz85YbkWStU7g1aKvn2jmdy,3heTLmaYyWpQhvfYztMWBhzB9wqRqVgZofYtdw8778gf,0.00
EW5MeX9mjMBZPnHQog9dXniEUnWnzBUWXvoLZNuAfnRT,EmZX4GnJRYco1QeM3bpdPv8arCeCnkd5PS1fdq5hi5Kj,0.00
GVCukUdGVp9R8SQdxKyBoX87Jcf2cZjHxiFcNxHPrHgH,Fuk1t1MKRD7FeZQNDBQvdvSRyiks6QfAfYDBb96NJLnk,0.00
7fNHGDKugzuh1EmksJgyANtEu8qt2DRvG2pMVF53SQty,D9bNgkPpnXnKDXZ5TAQAyiqjNQa1ZSTwyaaErBzzoou3,0.00
43jZpfgPZ1LgPKc8NCaNX73PbUaoEp9Jy8wRkrkqDDqi,FLTe3859mtBP466ye9TGSDLhECt8kzit4joco51QFcjW,0.00
AWZjpw1gu296795kw6oFGHKU6Rh3fVQLbsxFQ9Q56iaB,EE74cCz5tQg7bh5oW1cgxACDBG7U5KGS9B74sXRHb8Bx,0.00
7poTsxEP3CiUzj69D4N63qGMZ7mzS1tXoS33TB2FyxWd,FAGeCDk3TFR7tLe1K1eAEA1KgLNSzXh9y63riPgZDbBa,0.00
EvTUNcXaYuJFy9Mszv8h8qjKFEgd8A885RJWTM8xWa3E,45JDU7N7JdwfKhsCzQpunvtgUBVD575kKMF3noek79jc,0.00
J9SSrqG5e9Dpj9SAzb6dPYaiH1qHbnYhiPvanqqi23C1,4ryHs9muQ4Q3pSvyCjW5YAA5Pf6Afyj97Z1DT8MXHGtZ,0.00
8MAeZRnvvx8MHNCdWw2USDwVQ4MQnhocTrfm4JYVx92w,3twZNwq37pjNB5iepUThBSp5uLEMyNnbpkSz7tooFAy3,0.00
33jsJvc82tX8c12wHx1m2PoGP6Cq6wyhPTaGQC2VFdCo,EfEhybTm9iH6shuHpb4aQN4aGw6fJPC2k9fBkMWdu9Cc,0.00
6AWFYfJQEprcryCFL4k5ZRWDQz4D19WLegUKXjYYk2eq,ecEnSL3pdtJuFjTkCxovdajw5BH7gGQC9Qsf1EVQFdj,0.00
2y4k7HkUJfBF4AKBRVUwombZ8WCz6pKWMMjF1ESqXydM,EUA5usVx4kmKGZH3YDjsgDjUaw2hLj61yoxME4dZSRTo,0.00
AoHp7tpdtbbPvD1AUP2oEkyEYkPt1WtSLweDuKWJV8h4,cpJiuETCMRw32kZgwxGfhEUkxNnfFqChdE1XH53yEF4,0.00
GcejuhNa4ghpHvoKHCcttjd9XURnQHyvnCPDLWrqLmAN,9PQKiEtpPFb1cbxkjy1u3FPJ9s1oTVi1MkJQoTM1zfxa,0.00
BZrah2KrCVhDr41wEDDgWBmAYuZobkAhv6HJmSx4aWP9,F2nKB9sCcUDrxMyEJh4vtVncWfDRgBsAe7inDBbxiGP6,0.00
Fx6u5So2ZcyzNRU6Pv8PpFZTxJbAHJXYeUhSrN2uVnsg,8bvrjkMtF9dmbqtrysvFJS21xkszzqJXYvrwXhcfAgXe,0.00
zDen8UbNaej2AH61x4tA52dLhgdurVeiGWa2zUoAG2q,3ECtY62wjD1dtog15kSGSnEMDS9cQ7FVjn39rwqjnpyL,0.00
HEQMxUtdwDCZZzyg5QyxkKQ9FwYHZ2zmCLZEeJpwjayH,9qehKPMEbRK2cnRWpJPhVwpF3LMX5y4CAb6hwQqfKHwg,0.00
3DAVwt54nFbwN5RtHBDxvpEJ88Htyr3YAexzC7Gmrbsy,A2wV5h1w9U3ZMNvxHaYbGGHVLYmy4kEwjy2zzjhDqq6y,0.00
DDqkaRHVgWrkpCPZffmtyPzGNQ7aQ7kkaGSfo1fp1GFs,CkacR4jTP8PtMyiMdpwHUMgfvjsozUCW8urCA6UNvBjG,0.00
DuqYJVzjTWvzAR6P4yQnc4pJRE5hCUAQJCU86BySVuq3,5ZAQA7gG5adXN5qsV9e2rXtHMVS7ypPFWeNT8WgrjRN1,0.00
3G3pT9zJJ5DAog4pNtkYAk7JMNvbozQpjCDu71TVoy8b,E7hsTUM1vGW47Da8G8nFvbmWBwL7b3jQQ2zUrT9ddLbH,0.00
DB61iw4cZJFbeL8skPAcH3otnTWFCLhaEvhyvthx5QmS,5p2cRjnqF72y3AmKNTbbveibddyQqa1ySr2j3QnkXgbg,0.00
7xHDA2Fdaxsamst8cms5nyEj3xA2MJj8K9PDFVcfxcZv,CeJdjB4UhB9kRhThC8NCJM5SZMaTf4iHnQSs7F13fwDR,0.00
Bnxy3F1tYoYP1EHR4JWAwexD7SJirmZqu2PEmXE3tuDH,EoVumkCZb1LkXMfRbmtApjMTKRuy5imjJNYgda2dqs8z,0.00
3NTFvxzQrhNkA7P5DayWSPLRXctqjw1vneBrranAC2fL,GMJHfti4je12kPmrGJTstx38DB6vDhbeAfEijyGybwxK,0.00
9NJzFFuFCHTYmgmVTYpjdU8wojRmAAW6kJD4MvJzdi8Y,H1ZkBVHvTD8efMJdfSBAFUe8n4xDaJW4XpR3ioXnW6QL,0.00
943MWhtRAuy2L4Wo7sNrhTGb8fM8T8Y1LMq1hRWgokeq,76smKuE7YTjLYHbwbeMHBuvfrpQM7wt4f4gkxkQ38bCx,0.00
HjUkc4eF8UUotcj9o6cE1EXMpx9KvbFF2H7BZFhnadjr,3EdW8dqRCr8pafKgCsMirtwoVYsARYBAXjn9iDovTsEn,0.00
6PrJ6TEBZxJiDtWxVYbUNYjB1VgQLAdWW1ufGnFyD2nM,ezEK5sLT65vHT9ZmaXkZ5Q2oErinj6m8Ue2qZNhT6f6,0.00
ccusyAAwb3FHMqZayUfXcm4XLAJb6Vpc9few8N47ATL,Hn89Mfv6frLHSpXEkScRXgzJCwpo9W5foPBLV1mvuj4i,0.00
GJgZtPrNNzZXqrKcjAx4fegaCwQMuV95qBadUbyLV4TW,3Vn8CwFd9Hsy56SCaCk3puv4qM9NZjrWxQcdic51DdoY,0.00
8hcDJtQECpdgDbAsiiqZVFQ8puZaD9JTL2YmZciRLvv2,WTF7eZE6H3zAxMtvw7WdatfiwZG3n9Ut9eyAqwovaWs,0.00
5v8w5uY3vpsUctw27FBPnGRmJP5aoDJpXeBuE5vii5yH,8zF742DpKni1ZCaHozuEZeqH5NWTYvEetKcSgPVTmFcG,0.00
7itfH4Ct9GPShyFBDR9o7cWkhJjE6aW7sAXn17qiK1r6,BtyHRJEdpvrgx8r4wRRYaBKFdRvesPBUPKMPVkSHr6Go,0.00
A1ZnFGXTm8Y8sDQKDucjsnDGQYbJYFvVog3PtGfoheRh,E63NJvbqHCybzpUAPqyrz1j5FMhd7XNwmiF33UfBgGZH,0.00
EEGC3cGQpJGr6A5r9cFV2KEDn66m5Y1JjF2FnXV1zT9u,7fA1qeUT9N1rM2dbeJjhtThjemqBdpgBGZnqoSSiLPCK,0.00
J8TyQhQkUN46MQajBrzNx9hBL2eMyUv82fj8GNmwhERi,vDLP7RpsmFfSv2XqGVh34f8ATB1Ee9ZyqG9idqH8nL5,0.00
nXaYG8A5WY9yu75oZuFde3hTqqJEMW9GVdZPZ4p3KE4,777vevJt97Vb5PRdyDBxg489o9ZLKsEKnj8KasG4jrhE,0.00
FViB9BfqujBJpdx1SF6oqmoQiKfYGpwbAAba8923YYJS,777sac82cbfjRvMCr13ueCbYSbFm461FSHEEsNzQLskL,0.00
HqTt7E2bvrKhJEChuF46Wo4ZsGkL5mVoVhpY2zVKEEPQ,CUBcZ297pNfjrei92vRLSk1inv27UbCzwC6ne8EmC9Zh,0.00
BKi7zpQR9zAGJRKr3V9Pxe8JJ4hXPMBo7GgsHzsxbBML,8EoU9fdCKL1uJREx9z2KJFNShJSLcrfHDY1ieUYgJD9p,0.00
DCxApHbBZWsuFHvRS5z4ybSApNKDGR27RuCVKqtxbGjM,4HHY8HBNu9Qk6UmSmwt1DGduEQnYC8F55oXeH3qEMQqV,0.00
GhPiNTgY3n797o9PEzmoFkRKyH1RLJn2NQWrGdg4TMqs,6LkpTowyKK8NPVR1HwwcBzYgeHyHvznnKMMLWznBwd25,0.00
Gq9KS4Wfm8HUVuzHMzprp2VTnM5fSCqQJQvcAq85vwy3,AYmvsD4xJ2vR6unhVxT9K4rmwRV6vbWWLGHuU2DSLyJn,0.00
71WXv7pRcyoAXEXPQNnRN6JaWCp5yJ4rLPnNKP2Ayueb,DbYy1rdts56w5GRSSFsxVuXUUT3t1A8TUrh2NYFQ37LQ,0.00
9C3okJqbYcz76bZLqCZwHQuZj72obyTMKpNTtitVYmyH,CSWmtTQQ2PTWWcLeQaRjkyQoLfZSH55GpSMiD9AYLveo,0.00
BoTWF6HCvtcRo8LMN37cS9gWh4rTHVV2cbnSVfM239BV,4ND1ajxKQYycf2uffpWtkGhP5CrdFpLh6MxvPeeiLJQC,0.00
AcJPhRg62gt12AHq3ECP7wZMgR5yyxuHrsPShdbZXBgX,CPa8pEttFwkkYEWgVAnoY7GdZ5WKMvemYmrxqAgwQMBA,0.00
4xwfasjnHupdbuZxzpqmB2h8k3KpMWQk63yXuGuSBrwY,DVc6VLqn8tmc4Z5YED9gtATcbwV2ptzJxjyQvbEVFjGd,0.00
JxJa8g7rqNC7P3kZ2MfcUHVfbUGbuYHBVjQ1E4WEuCE,test2bisf2uMe8cisN8nC2CKMUfikC97497t6vvNoXy,0.00
FkyzMrn8nGvW2adkTTvWSi6VzLpdEYa6t5uWjALMXRDc,73N9avS7VMn4xxC53AJL8VV6m2id5Z3w5va7jYBbtV5h,0.00
EpQcArGosAdnemtSachcNor7n7PmBozuVUR7U7mpVSpi,8UqD8pqRTHXybt92RK4uV8YMCWpsnKeL8dxkMsbrrxTv,0.00
Aw6DRubj5suR4uWLNqGqdksFWbju3GBRq6wVp1mrMikE,FX6ErwUpixvKAqTahhakY9LtcZbJcYCoMfng3bTgecq4,0.00
